review,Used it for,Owned for,Ridden for,rating,Visual Appeal,Reliability,Performance,Service Experience,Extra Features,Comfort,Maintenance cost,Value for Money,Model Name
"Some of the people side, it's good bike they given good feedback, I am also feel this is nice bike and better now a days, we like to use this bike I am looking for it's very long back like this bike. I like to suggest my friends relation's also to buy this bike I like this brand maintaining good and attractive colors.",Everything,< 3 months,5000-10000 kms,5,4,4,4,4,,,4,,PURE EV EPluto 7G
"The pure EV dealers are very kind and polite and clarified all my questions. The buying experience was ultra smooth and they processed our order very quickly. Even same day delivery is available. The ride on this vehicle is very comfortable. I travel 50 km's daily in heavy traffic condition in Bengaluru. This vehicle is value for money. Running cost is lowest among its competitors. It is very suitable for daily city commuting. The vehicle has good looks and design and has all the basic feature that a 2 wheeler must have. One more myth about e vehicles is that it will not be able to climb steep roads. But I have tested in steep roads and while coming out of steep basement exit. Even though vehicle was stopped at the mid of climb, it managed to climb fully without any hassle. This scooter can do anything that a 110 cc scooter can do. But do keep in mind the battery charge level to avoid range anxiety. Some dealers are offering to exchange with petrol vehicles. I recommend to buy this vehicle if you have to travel within the city traffic. The dealer and the company both are oriented towards customer satisfaction. They respond to your requests immediately. This quality of the company is lacking among its competitors. Cons: The scooter's seat is small. Hopefully they will upgrade it in the next version The placement of switches should be redesigned. No usb charging port",Daily Commute,< 3 months,< 5000 kms,5,5,5,5,5,4,,5,,PURE EV EPluto 7G
"I have purchased this 10 days back working good , speed maximum 59k mph at full charge , 90 maximum at high speed , with in a one week back seat lock failed but service person will immediately reacted corrected . Bike working condition good it was best scooter, charging time I think 3 hours is enough.",Daily Commute,< 3 months,< 5000 kms,4,,,,,,,,,PURE EV EPluto 7G
"My buying experience is so nice, and received me very politely.
Riding experience is also very good, very nice pick up. Performance is excellent. I never experienced such a kind of performance.
Servicing also is provided for this,. Very good service. Spare parts are available in pure ev show room..",Everything,> 1 yr,5000-10000 kms,5,5,5,5,5,4,,4,,PURE EV EPluto 7G
"Worst ever service it's taking more than a month to resolve the controller issue still awaiting a response. Now it's only 2 month's gone I have this bike but face multiple issues and now not getting service also from 1 month it's standing awaiting a response from the head branch and Indore showroom. I am really not sure how long it will take
There is no customer care no. available to whom I can call.",Daily Commute,< 3 months,< 5000 kms,1,3,2,2,1,1,,3,,PURE EV EPluto 7G
"It has been 6 months since i bought this vehicle. There are several problems occurring since past 2 months and they are as follows.
1) the charger stopped working after 15 days from the date of purchase. Thankfully they replaced it.
2) the brake sensor deteriorated very quickly. Acceleration would not work and it would stop in the middle of the road sometimes. They charged rs.200 for the sensor.
3) after 1st service, the display stopped working. They fixed it.
4) after 2nd service, the horn went off and they charged rs.250 for fixing it.
5) indicator and head light switch is of very low quality. I have got them changed twice till now.
6) instead of rubber mat, plastic mat is provided which causes slips.
7) swing arm makes cranking noises while moving on the road. Even the brakes make such noise when it is used.
Overall, the build quality is super bad. I would not recommend this vehicle to anyone.",Daily Commute,6 months-1 yr,< 5000 kms,2,3,1,1,2,2,,4,,PURE EV EPluto 7G
"Super scooter. Super mileage equal to petrol schooter,125 cc equal to battery, suspension is amazing degenerative break is super, overall is best scooter, long ride is super mileage is 120 kilometer is best performance, value for money, 5 star India's no1 best scooter thanks to pure electric bike.",Tours,> 1 yr,> 15000 kms,5,,,,,,,,,PURE EV EPluto 7G
Waste of money. I told 2 times in the service center regarding the handle is very tight. Then also it's not getting work. So please don't purchase ev. Purchase petrol bikes. No proper suspension. Every time the rear shock rubber brake out. And the rear brake wire cost me 350 rupees more than other vehicles. Ev should not buy till 2025.,Daily Commute,6 months-1 yr,5000-10000 kms,1,1,1,1,1,1,,1,,PURE EV EPluto 7G
"We buy 2 vehicles from this manufacturer that is epluto 7g, it is now 9 and 10 months old, we face many problems and it gives very stress to us because is stopped in mid of the road, battery cell balancing is done on both vehicle, we lose our confidence to drive this vehicle, and personally I took the survey many of then told the same problem, spares are also very worst quality, we plan to return the vehicle, if they didn't accept it we will burn it.",Daily Commute,6 months-1 yr,10000-15000 kms,1,3,3,3,3,1,,4,,PURE EV EPluto 7G
"There are lots of problems with epluto 7g.
1) charger does not cut off power after full charging it turns green and red continuously.
2) battery shakes very badly while riding on bumpy roads, the battery may be damaged or the things kept inside the boot space may be damaged.
3) poor service quality, whatever the issue you take to dealership agent, they will always tell that yes sire it is like this only no problem, they will never resolve your issue.
4) back wheel brake makes noise whenever I apply a brake.
5) cutting made to place the battery inside boot space looks like handmade using some excel blade looks so cheap.
6) front storage box is so weak I feel like within 1 year it will also start making noise on bumpy roads.
7) company logo ""pure ev 7g"" is pasted using double side tape, which feels so cheap.
8) battery holding box paint quality is so cheap.
9) because of the shaking of the battery inside the vehicle, the outer layer of the battery peels off & catches rust easily.
10) we need to press the seat very hard to lock it, only a strong man can lock the seat, for women, children, ladies, and senior citizens it is difficult to lock the seat (not difficult its impossible)
11) overall all the materials used for manufacturing this product are not that good.
12) overall it looks like some 2 college graduates made this vehicle as project work, it doesn't look professional.
13) all the above points are acceptable if this vehicle was a startup and not competing with any other scooters, but now this vehicle is costing more than other scooters in the same segment (bounce infinity, hero optima, and ampere magnus ex) so these mistakes are not acceptable.",Daily Commute,> 1 yr,< 5000 kms,2,,,,,,,,,PURE EV EPluto 7G
"The bike has lots of issues like a battery inside the boot shakes when riding on a bumpy roads and pure ev does not have any solution for this, dealers will charge you money to add some clamp to fix this, pure ev knows the issue and does not take any action on this, also the clamp is also not stable,
service people are not skilled and they will not treat you properly.",Daily Commute,< 3 months,< 5000 kms,1,1,1,3,1,1,,3,,PURE EV EPluto 7G
"Illiterate staff, no common sense, warrant only written in service book but in real it impossible to get a warranty from them.
Please don’t purchase from pure ev .
At the time of buying they react like you are king. No one guide about this vehicle even though they also do not have proper knowledge of this vehicle.
Riding expert is very bad. It does not show the actual speed of the vehicle on the meter. The seat is totally uncomfortable and the accelerator was tight so pain started in hand if you drive for more than 15 minutes.
The look is average. Performance is bad. The last 2 batteries point drive only 10-15 km . Many times i was stuck in the way.
Service is totally worst . Giving false information regarding maintenance. I took 4 services but out of the, they wash only one time.
Always a heavy rush there because a lot of problems faced by riders
Waste of money
No proper service
Cost is high of product
Making fool of customers
Not provide guaranty and warranty
Any time issue is occurring in this vehicle
The body is totally week
Dirty fast
Not taking many loads
The sensor not work properly
Headlight off or blink usually at night
Customer care service is worst they do not pick up call
Many more issues
It does not have any good features..",Daily Commute,> 1 yr,5000-10000 kms,1,1,1,1,1,1,,2,,PURE EV EPluto 7G
"Epluto 7g as of performance is good in the market. Price is little bit higher, quality of body parts need to improve
It easily get rust in bottom
Pros
Performance is ultimate comparing to other ev in India
Battery charging is 4 hours
Range easily it will give 90 km in type 3
Best for daily use
Cons
Quality of the body need to improve
So many indicators in dashboard and nothing works.
No boot space under seat your battery will have all space available
Not even your phone suit in the front space of the vehicle.",Daily Commute,< 3 months,< 5000 kms,4,,,,,,,,,PURE EV EPluto 7G
"Pure ev epluto7g is the best budget electric scooter in the Indian market I have been riding the scooter for the last 2.3 years and have done 54k kms till now and per charge, it returns around 105-108 kms in mixed modes and its an awesome scooter. Service is also wonderful and they have a well-equipped workshop in our city with the best company trained technicians.",Daily Commute,> 1 yr,> 15000 kms,5,5,5,5,5,5,,4,,PURE EV EPluto 7G
"The bike is very delicate and spare parts also
This is worst bike
Don't buy this
Waste of money.
Waste of time.
Worst service center
No mileage.
No top speed.",Everything,6 months-1 yr,5000-10000 kms,1,1,1,1,2,1,,2,,PURE EV EPluto 7G
"I purchased on 14/04/2022 e pluto 7g , eco mode 120 range. From days 98 only. What happened? I have to go to the first service after 40days at the purchase date. Riding is superb, range only issue. I gave 1 star reduced. But I recommend purchases of e pluto 7g is good, pick up performance. Price a little bit more.",Daily Commute,< 3 months,< 5000 kms,4,4,4,5,5,4,,4,,PURE EV EPluto 7G
"Never ever purchase an electric bike that may be any brank I am already facing, the dealers are charging heavy service for even simple work so I recommend again never ever purchase electric bike or scooter especially pure electric scooter it has a lot need to upgrade, even I don't ride 3000 kml in 6 months.",Daily Commute,> 1 yr,< 5000 kms,1,1,1,2,1,1,,1,,PURE EV EPluto 7G
Bike is so short & not comfortable . Its only for single rider in double its go very slow . Seat space is to short. Service in showroom is very bad. Totally unsatisfied .,Daily Commute,< 3 months,< 5000 kms,2,3,2,3,2,,,,,PURE EV EPluto 7G
"i had purchased the vehicle from richmond road show room. I had faced the below mentioned difficulties.
While taking the bike they spoke very nicely but after that the service was very poor and worst.
2.The vehicle is worst than any cycle. This much huge amount I have invested on this. I have not at all driven the kilometers upto 3000 km only.
3. Last three - 3 times the vehicle was towed from hosur Tamilnadu and every time the charges was Rs. 3000/- * 3 times total towing charges was Rs.9000/-. Every time they will tell a nice story behind that and I have done every thing for your vehicle. While driving to hosur for only 40 kms the mileage dropped immediately.
4. Please this time I don't want to take any risk. My humble request to your company is to change the battery or take the vehicle and give some other good vehicle.",Daily Commute,> 1 yr,< 5000 kms,1,1,1,1,1,1,,1,,PURE EV EPluto 7G
"I bought pure ev in august
I bought pure ev in august 2021, the quality of vehicle is very bad, there are no proper services and no trained mechanic. Also the vehicle is under warranty and they always tell that they will get the parts from pure ev, they will never call also even from supplier. It is too pathetic. Suggest don't go for this. With 20 k or more you can go with Ather or iQube.",Daily Commute,6 months-1 yr,< 5000 kms,2,3,3,3,2,3,,4,,PURE EV EPluto 7G
I bought pure 7g and after it was a hell like experience. I bought it from gaura Kondapur and the team is not worth for even a penny. They don't know even basic details about the vehicle and their after sale service is nightmare. There will be no proper support or service and the vehicle is downgrade quality from mirrors to back support handle. Their centre stand touches every speed breaker on the road. I don't know how they missed safety standards being a indian and Hyderabad made the considerable height of bumps on the road. They charged high amount for the quality provided and zero service and support. Company should take this seriously because dealers have already spoiled the brand image(i don't say it has got some brand value). I was a fool to take my hard earned money on this cheap toy and i request everyone else not to go for this.,Daily Commute,3-6 months,< 5000 kms,1,,,,,,,,,PURE EV EPluto 7G
"After sell service is given by the dealer is not enough for any customer.
No one can answer properly after sell the product.
The company needs to be careful about this.
It is the company's responsibility to protect the customer after the sale.
I would tell fifty people not to take this scooter from anywhere",Daily Commute,6 months-1 yr,5000-10000 kms,1,1,1,1,1,1,,,,PURE EV EPluto 7G
"Just amazing !!
Very nice and beautiful e vehicle among ola and other brands. The best and best motor battery is low quality product and service is very good and good for you and your family.",Daily Commute,> 1 yr,< 5000 kms,5,5,5,5,5,5,,4,,PURE EV EPluto 7G
"I had purchase e-scooter in Sep 2021 and till now I ridden 950 km and performance is amazing with given range. I got 100-105 km range in single charge with double seat. My daily running is 12km.
Looks so attractive, eye catcher till time 30-40 times on different places people enquire about scooter feel like i had done something different then usual.
Only drawback is no boot space , less seating space.",Daily Commute,< 3 months,< 5000 kms,5,,,,,,,,,PURE EV EPluto 7G
"Super in bike. Really good work. Good mileage. and good servicing. Comfortable riding on roads. Actually best opportunity in ev vehicle space. Other parts are also available. Other ev vehicle parts not available, but this vehicle parts are easily available even in small cities showrooms. Good looking and comparable ev vehicle.",Daily Commute,Never owned,,4,4,3,4,4,3,,4,,PURE EV EPluto 7G
"Worst bike
Body parts are very low quality
Service is not good
Whenever I gave to service they will charge extra money saying that your display is damaged it cost near rs3000
Every 3 months they will charge for break bush etc..................
Please don't buy this bike instead of buying this buy any petrol bike its worth for money
We can use petrol bike max to 15years but this electric bike max to 2-3 years.",Daily Commute,> 1 yr,< 5000 kms,1,3,2,2,2,2,,1,,PURE EV EPluto 7G
"I had purchased epluto 7g electric scooter from the pure ev company just three months back in banglore vfm ev showroom richmond circle. The vehicle performance is too bad, Simply I can say it's not worth of money. Their are so many issues in this vehicle. Company says 120km mileage. It is totally fake and also in this 3 months i have faced so many problems from showroom side especially in service department. Totally worst. There is no proper response to customers in VFM EV showroom. In service department the responsible persons are not doing proper work and also customer service will be totally worst in that VFM ev showroom richmond circle bangalore. Don't buy this vehicle.",Daily Commute,< 3 months,< 5000 kms,2,2,2,2,2,2,,4,,PURE EV EPluto 7G
"Pathetic experience. The local supplier (shreekrishna enterprises, bandup mumbai) promised sky when i bought it. Within 3 months it started giving trouble with some sort of battery leakage, it was a nightmare to get the supplier to check the issue as they are super slow and don't care once you buy the product. They took battery set for check and replaced defective one with some old battery, while promising to replace that with new battery within 10 days as battery was still under warranty, it has been more than two months, they never replaced the battery. Within three months of use the mileage came drastically down to 25 km per full charging. I reported the issue to ampere company also, they didn't bother to address the issue, despite the fact that both the battery and bike is still under warranty. It has become a useless bike of no use to me within 6 months of its purchase.",Daily Commute,3-6 months,< 5000 kms,1,2,1,,1,,3,,1,Ampere REO
"Very bad experience with ampere Magnus 60. First three months its response was good but after 3 months every 30 to 45 days this vehicle race circuit got damaged. The vehicle took 4 to 5 days for service, but no positive response was given by dealer. They have no mechanic for vehicle. 3 times my vehicle stuck on the road, but no service was given by the dealer. When I purchased the seller told that for three free services we will call you but no response.
After sale vehicles sales department answered me that his work is only sale, you talk with service head then service head asked go to dealer when 1st time when i reached the dealer he asked after 5 days. They changed the IC and asked to pay 600 rs.",Daily Commute,6 months-1 yr,< 5000 kms,1,,,,1,,,,1,Ampere REO
Actually the lead variant travel's around 44 km top speed with full charge and full air in tyre. It gives a good riding experience even people less than 5 can ride. For women's who ride only for a limited place it's perfect. It takes long time to charge but for this price it has good ground clearance.,Daily Commute,6 months-1 yr,< 5000 kms,5,4,3,,3,,3,,4,Ampere REO
"Very worst part quality, service was not good. Dealer did not respond to customer. bad experience, I will suggest to any one. it takes long time for parts availability. Riding is good.",Everything,3-6 months,< 5000 kms,1,1,2,,1,,2,,3,Ampere REO
"Their service is terrific, unorganized, they are short with assembly, they can't fulfil the demand. I doubt if they can really run the business, they are unreliable, they never support or follow-up ,they are pathetic.",Daily Commute,> 1 yr,< 5000 kms,1,1,1,,1,,1,,1,Ampere REO
Very good riding performance services good. Now my vehicle run 30000 now moving issue seating. I am given to service center almost all 21 days complete. My vehicle motor is problem I am asking put new part in under warranty claims. It's very very late part warranty claims process. Very bad. Not good quality parts it's given very bad company products.,Daily Commute,3-6 months,> 15000 kms,1,4,3,,1,,2,,2,Ampere REO
"I bought bike at Coimbatore. My home town is erode. Riding experience is okay. But I doubted for long trip due to ,incase bike is repair. How to find this type mechanic for service. So I don't use this bike for hills trip too. But it okay for daily use. Need to bring more service centers in all over areas.",Daily Commute,6 months-1 yr,5000-10000 kms,4,4,3,,3,,4,,4,Ampere REO
Comfortable in riding and saving money of fuel. This vehicle is a boon for the nation India. It can save lots of money which we are spending to buy fuel in individual life and in daily life. Its weight and size are useful and people want to buy such vehicle to support our nation and ecology also. We can save our environment and earth by use such vehicle maximum in our present and future life.,Occasional Commute,6 months-1 yr,< 5000 kms,5,4,4,,,,3,,4,Ampere REO
"Scooter's performance is five but service is very poor. I bought this scooter in june 2020 till now my subsidy claim with delhi government is not lodged by the dealer and the company does not bother about it.Since october 2020 my battery is not charging but neither the dealer star communications, lajpat nagar, new delhi nor the company bothers about it. Local mechanic said it is only some connection problem in the scooter but i could not get the same rectified by local mechanic because of warranty problem. I totally agree that the performance of the scooter is very fine.Thank you.",Daily Commute,3-6 months,< 5000 kms,2,4,4,,1,,4,,3,Ampere REO
"Service center is pathetic not even bother to solve the problem, instead only waste time. During 1 service i had problems with shock absorber and shattering while braking still not solved i had given them the bike for a day but no work was being carried out. I suggest no one should own the vehicle as you can't even sell the bike.",Daily Commute,> 1 yr,< 5000 kms,1,1,1,1,1,1,,1,,Ampere REO
It was bought with high expectations. Good in looks only. Very poor quality. Every part other than the chassis was replaced in an years time including the tyres. Very poor service network. Replaced batteries also gave off with max 3000km. Now its a waste piece of scooter and cant sell it also. Total waste for money.,Daily Commute,> 1 yr,< 5000 kms,3,3,2,,3,,3,,1,Ampere REO
"Well this bike is a darling when you want to ride it alone or with a kid otherwise is not true.With time the mileage goes very down in my second year it's giving 35. this bike totally useless for people who want to used it as substitute for petrol bikes . very limited service centers with limited staff. parts are no where available except service center and that's a huge negative.Even if your break cable breaks you will have to push it till service center. and service centers are always overcrowded as there are very few ,so you'll have to wait for long or leave it to come next day to pick it up. if you already have a bike then you can buy this as a second bike. riding it is like a child's play so for ladies and aged people this bike is a blessing. You not like to ride your geared bike after riding this. no number plate no license is a huge plus plus . light weight is a plus. my wife rode this bike and she can't even ride a bicycle it's that easy. so think first what exactly you want to buy it fie.",Daily Commute,> 1 yr,5000-10000 kms,3,3,3,,3,,3,,4,Ampere REO
"I am using this e-bike practically for last 10 days and feedback is excellent experience.It looks fantastic, got praiseworthy comments from friend and relatives.Yearly twice would be given periodic services as committed by the dealer.As far as pros and cons comments, i must say that curb weight could be more, should have theft alarm facility and low/ high speed mode option.",Daily Commute,< 3 months,< 5000 kms,4,4,4,,,,3,,4,Ampere REO
"Good looking. Range is the only the problem. It has range of just 45 km. I owned it only for 2 weeks. Bike doesn't give low battery warning, suddenly it stops running, low battery warning option should be given for this bike. It takes too much time for charging, dealer said charging time is 6 hours for lead acid battery, but it takes more then 8 hours.",Daily Commute,< 3 months,< 5000 kms,3,4,3,,3,,3,,3,Ampere REO
"Excellent bike for ladies and old agers for daily routine works, no maintenance. Upto 60km in single charge, best for limited area riders, i'm completely full happy with this bike. I'm using bike from last 18 months, there is no maintenance problem and not spent single rupee. Very comfortable ride without backache.",Daily Commute,> 1 yr,5000-10000 kms,5,4,5,,4,,5,,5,Ampere REO
This is the very wonderful scooter and this is a charging scooter it colour is very wonderful and it design is so attractive and it gearbox is automatic speedometer is digital it has low battery indicator it has electric start it has turn signal and passing light and it company is so intelligent to make this.,Daily Commute,> 1 yr,> 15000 kms,5,5,5,,5,,5,,5,Ampere REO
"Never bought it , but it seems to be worth of buying because the rate of petrol is very high and this awesome bike runs by electricity . It takes only eight to ten hours for charging and runs for many days .It is very light in weight , it needs servicing and maintenance frequently , it looks normal but it's performance is best.",Everything,Never owned,,5,4,3,,4,,5,,5,Ampere REO
"What a disappointment! the bike arrived after many months waiting (with various delivery dates not met.) I was unable to put it together in full working order as the wrong size screw had been supplied. My husband brought the correct screw the next day as I was eager to ride the bike. I also had concerns over a congealed substance on the hub. A replacement stand (which i was told was provided because the stand on the bike has problems) was broken. After the first 4km a high pitch noise came from the hub when in pedal assist 1 and 2 and continuously when free wheeling. I returned from my bike ride and called my supplier who assured me a representative from ampere would call that day. No call was forthcoming so i called the supplier again. 2 days later i spoke with an ampere rep who agreed it was probably a problem with the hub. I was asked to take off the back wheel, pack it and return it to them (they organized pick up) this was tuesday and i was told to expect it back on thursday. I contacted ampere on the thursday to check delivery and was told it would now be friday. Today (friday) i contacted my supplier as i had been waiting in for delivery of my back wheel but it had not arrived. They contacted ampere and i have been told its now saturday. The aftercare from ampere has not been good, i have a wheel less bike and have had to cancel plans. It was only by me making contact that i knew that my bike wheel would not be returned for yet another day.",Leisure Rides,< 3 months,> 15000 kms,2,,,,,,,,,Ampere REO
"The service is horrible, the service guys only knows to argue & doesn't want to understand customers problem. The battery gave up in just 2 yrs. of ownership & the service center says their is no problem in the battery. The scooter barely runs 22-24 kms in full charge & the service center says it can run upto 50-55 kms.
I raised the concern with ampere head-office, neither they are bothered about it.",Daily Commute,> 1 yr,< 5000 kms,1,4,2,,1,,3,,1,Ampere REO
"Poor service from local dealer,4000 charged extra than the price bought it before a month still registration not done. Very keen in taking orders but no proper service. When i called customer care for complaint no response. I shall provide my honest quality updates after first service. Please avoid buying as you are left clueless.",Daily Commute,> 1 yr,< 5000 kms,1,2,2,,1,,1,,2,Ampere REO
"Worst vehicle because of its very low weight and battery capacity. Worst quality. Please do not buy any battery vehicle. Please wait and search for good battery vehicle I purchased ampire zeal on the 11 of this month, show room person told me the mileage on full charge is 45 to 50 km only single but with no pillion .",Daily Commute,> 1 yr,< 5000 kms,1,2,1,,1,,2,,,Ampere REO
"Worst service centre, no proper response from service centre.
All parts are costly as compared to petrol bike.
Locks cost 950. Condenser 4000 and 750 charge extra for visit they are just focusing on sales not on service, never recommend for ampere
No resale value
Never suggested for amperes .",Occasional Commute,> 1 yr,< 5000 kms,1,3,,,1,,3,,3,Ampere REO
Very nice and comfortable fill and no extra cost very nice and grateful bike and smooth driving for this break system and charging system very very nice and little with first this is the good thing for this bike i like this bike and colour and model enjoy riding right and go for it thank you for this bike,Daily Commute,3-6 months,5000-10000 kms,5,5,5,,5,,5,,5,Ampere REO
"Worst experience.. Went bad in not more than 2 months… massive issues with speed, break, handling… very upset with the after service, no resale costs… not at all worth the cost.. Waste of money and pathetic experience… could hardly use it.. Worthwhile only for getting vegetables…very disappointed and ampere reo li not at all recommended.",Occasional Commute,6 months-1 yr,< 5000 kms,1,2,1,,1,,1,,1,Ampere REO
"Very nice bike i love it u also try and me happy
My friends are very jealous seeing my bike. Take and show to your friends
I am very happy. Thank you so much for launching this good looking bike.",Everything,6 months-1 yr,< 5000 kms,5,5,5,5,5,,5,,,Odysse Evoqis
"Awesome riding, like a car, as no disturbance. Beat petroleum rate. 10 days charge goes month compared to petroleum rate, no sound noise, vibration, no pollution, sufficient speed. Nice look sporty, heavy-duty, servicing problem may not very, electricity charge not greater than petroleum charge. Overload indication must, digital meter is very good...For indication.
Unbeatable technology...Very good",Occasional Commute,Never owned,,5,5,5,5,5,,5,,,Odysse Evoqis
"Excellent sales and service team in cochin (aban motors). Excellent customer service in this showroom. Also, they provided onsite service. My friend also said the same service experience with this dealer.
Riding is super
Looks is very nice and attractive
Low-cost maintenance compared with fuel models. I feel within seconds can reach 50 above.",Everything,3-6 months,5000-10000 kms,5,5,4,5,5,,5,,,Odysse Evoqis
"Looks : good
Price: best
Avg : best
Battery : dual
Wty: 3 years
Trust: best (hero)
Mileage= 1/speed
If you need higher mileage then you have to drive at lower speed . If the speed is high it will run only 70 km/charge. Brakes are good. Drive feel is very good. Service center in every pin charging easy.",Daily Commute,> 1 yr,5000-10000 kms,5,,,,,,,,,Hero Electric NYX HX
"Worth every money you spend ... I am a grocery shopkeeper and for my everyday delivery needs, I use this vehicle just by charging it for 3hrs in the morning. It saves me a lot of money and just takes 10rs per day max. I can refresh my vehicle every 3 years from now just with the money I saved with petrol expenses.",Daily Commute,3-6 months,< 5000 kms,5,,,,,,,,,Hero Electric NYX HX
"The buying experience was a little tough because of limitation of dealers, the riding quality of the vehicle is very good.The looks and the performance is also very good though it depends on personal preference. Still i have not serviced the vehicle so i don't know about the service and maintenance. The pros is it consumes very less electricity and travels a long and the cons is the company should increase the dealership all around.",Daily Commute,3-6 months,< 5000 kms,4,4,4,4,3,,5,,,Okinawa i-Praise
"Pros: style, mileage and performance is good.Cons: 1. Not the common nut bolts installed on tyres so as to open by any puncture maker and the company didn't provide any tool to open that. 2. Front disk is too large which is problematic for the ride in indian roads. Even a bit less air pressure in tyres allows the disc to touch ground.3. Battery is not properly secured in the housing even some slots are given to secure it. It does moves and make sound while on even small bumps.",Daily Commute,< 3 months,< 5000 kms,4,5,4,4,3,,4,,,Okinawa i-Praise
"Dealer are not good all liars they fool you on every point, bike riding experience so far good. Mileage is big concern as it goes to 70-80 kms only in city area riding.Dealer claims gps is consuming power which is of no use. Good for someone riding 60kms daily. Not able to clear my problem of battery utilization.Company technician is coming from last 3 months to check vehicle as per dealer but in reality has not arrived after 3 months of complaint. Dealer only says other are getting good mileage. Also dealer srinivasa motors pune is not trustworthy be prepared to get yourself insulted on every experience with the dealer.",Daily Commute,3-6 months,< 5000 kms,3,5,3,4,1,,4,,,Okinawa i-Praise
Over priced bad vehicle. Multiple problems. Poor mileage (60 to 65 km/charge). Bad service. With in 1000km it is 2nd time gone for repair. 1st time they take 9 days but problems are still there. 2nd time after 3 days it is still @ service centre. Poor mileage (60 to 65 km/charge). Bad service. Totally bad experience.,Daily Commute,< 3 months,< 5000 kms,1,4,2,3,1,,2,,,Okinawa i-Praise
"Okinawa is actually fooling and taking away people's hard earned money. I was told i will get the range of 120-150 kms. In reality, it gives only 80 kms. I was still ok with it because i was able to commute from vashi to mira road. But now in just two months, i am getting a range of 70kms. I bought this bike in march 2019 and i was told that as of now battery is not updated and you will get less range. But while the first service we will update the battery and you will get the range of 120 to 150 kms. It's been 4 months now, battery never got updated. First i was told that company is working to update the battery and soon it will happen in all the bikes. Got one date for that. After that, the new excuse was update got failed and it cannot be done for anyone. Then the next date with the new excuse was okinawa has now tied up with another battery company and then new date and i was told that soon you will get new battery. Later the next date with new excuse was there was a fire in new battery company premises and have to wait as all the batteries are spoiled. This is pathetic. Now waiting for the new date and new reason to hear from okinawa. Will keep you all updated.",Daily Commute,< 3 months,5000-10000 kms,1,5,1,1,4,,4,,,Okinawa i-Praise
An amazing addition to the auto family.. This ecstatic electric vehicle is comfortable..Chic..Handy..And a one-time smart investment. Full power. A must have for you daily commute. All specification are wild and well structured for adventure and subtle combo... Loved it and a must recommend. Tell me when you get one!!,Daily Commute,6 months-1 yr,5000-10000 kms,5,5,5,5,5,,5,,,Okinawa i-Praise
"The bike speed is practical level. Save more petrol .I am using this before 6 months .. Smooth riding on off roading. I use out the city . When i full charged the bike ride upto 65 km continuously. I am happy with this . Comfortable seats 2 people easily sit & travel upto 60km. If there is new i-praise series release, i will definitely buy one again.",Occasional Commute,6 months-1 yr,5000-10000 kms,5,5,4,5,5,,5,,,Okinawa i-Praise
I have a test ride of my friend and the performance is improved in comparison with other company's. Slightly you reduce the price and we will be in favor of reducing the gst from Indian government. Then it will be rising in the market. Overall review is good in the market look wise and seems as a petrol scooter only.,Everything,Never owned,,5,5,5,5,4,,5,,,Okinawa i-Praise
"My dream vehicle.. (okinawa i-praise)I hope no 1 ... Vehicle in India... This vehicle has tubeless tyres. It as lithium ion battery, so it's very good features for vehicle. Head light also very nice... Breaking system is superb... It has three types in speed.... Eco, sports & turbo.... It has seven% charging at breaking time... So very good vehicle...",Everything,Never owned,,5,5,5,5,5,,5,,,Okinawa i-Praise
"Scooter is good but overpriced. Everything is ok but this company is new in segment. to price should be reduced so that public can buy easily. The only reason of failure is overpriced rest everything is ok. look wise, ride wise is ok .low power but ok. Company should consider about prices",Daily Commute,Never owned,,1,4,2,2,4,,4,,,Okinawa i-Praise
"All parts of okinawa are very very poor quality and after 2 days my MCB not working , speedo meter is not accurate also, suspension is poor quality, performance is not good, Cost is very high but parts quality poor quality please do not buy okinawa also not response from okinawa for mobile app please don't buy",Daily Commute,< 3 months,< 5000 kms,1,1,1,1,1,,1,,,Okinawa i-Praise
This bike is very useful for daily use. The design of the bike are amazing and the color combination are good. Looks of the bike are nice. Battery life is good . It's amazing bike of this range of electric bikes . Service and maintenance are very simple . Comfortable sheets and riding experience are so good .,Daily Commute,> 1 yr,< 5000 kms,5,4,4,,3,,4,,4,Joy e-bike Monster
"Buying experience is fraud dealer and company sales man make me fool with fake promises and quality. Riding experience also bad, feel like kids toy, joy bike have worst suspension feel lot body aches, can't ride more than 30 minutes, getting shoulder and back pain. Look is funny, look like kids toy, height and size of bike very tiny, but price of bike like sport bike, wheels stuck on bad road. When you give throttle battery drain quickly but not able to catch petrol moped feel slower. There are no service center available fake promises made by dealer and company sales man, no spare part available when you order it take more than month to deliver. You need to repair it from local garage. Do not buy, aware this is fraud, Chinese assembled product, after 2 years its only scrap value.",Occasional Commute,6 months-1 yr,< 5000 kms,1,1,1,,1,,1,,1,Joy e-bike Monster
